Classification,Message
ham,Tell dear what happen to you. Why you talking to me like an alian
ham,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
ham,Okie...
ham,"Hi this is yijue, can i meet u at 11 tmr?"
ham,Its posible dnt live in  &lt
ham,But i dint slept in afternoon.
ham,That seems unnecessarily affectionate
ham,You will be in the place of that man
ham,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 Â£3"
ham,Thats cool. How was your day?
ham,Please CALL 08712402902 immediately as there is an urgent message waiting for you.
ham,R we going with the  &lt
ham,No..he joined today itself.
ham,Okay same with me. Well thanks for the clarification
ham,I'll talk to the others and probably just come early tomorrow then
ham,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic"
ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks."
ham,Hi. I'm sorry i missed your call. Can you pls call back.
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
ham,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play Â£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
ham,Ok then no need to tell me anything i am going to sleep good night
ham,Ok try to do week end course in coimbatore.
ham,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016
ham,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-)
ham,If you r @ home then come down within 5 min
ham,"That day Ã¼ say Ã¼ cut ur hair at paragon, is it called hair sense? Do Ã¼ noe how much is a hair cut?"
ham,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a Â£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only
spam,Dunno lei he neva say...
ham,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.
ham,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
ham,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything."
ham,"If i let you do this, i want you in the house by 8am."
ham,I will reach before ten morning
ham,"Sorry, I'll call later"
ham,No message..no responce..what happend?
spam,Also where's the piece
ham,Boo. How's things? I'm back at home and a little bored already :-(
ham,First has she gained more than  &lt
ham,PICK UR FONE UP NOW U DUMB?
spam,"Thanks da thangam, i feel very very happy dear. I also miss you da."
ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff."
ham,I don't run away frm u... I walk slowly &amp
ham,"Babe, I'm back ... Come back to me ..."
ham,Well you told others you'd marry them...
ham,Neshanth..tel me who r u?
spam,YO YO YO BYATCH WHASSUP?
ham,Oh... Kay... On sat right?
ham,Hi! This is Roger from CL. How are you?
ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.
ham,"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8"
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
ham,Dear where you will be when i reach there
ham,Ok... Thanx... Gd nite 2 Ã¼ too...
spam,"Come to me right now, Ahmad"
ham,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.
ham,O was not into fps then.
ham,Huh means computational science... Y they like dat one push here n there...
ham,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can...
ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala."
ham,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE
ham,Oic... Then better quickly go bathe n settle down...
spam,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.
ham,A bloo bloo bloo I'll miss the first bowl
ham,Oh k k:)but he is not a big hitter.anyway good
spam,Valentines Day Special! Win over Â£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201
spam,Do you think i can move  &lt
ham,She.s find. I sent you an offline message to know how anjola's now.
ham,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1
ham,How was txting and driving
ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.
ham,Really dun bluff me leh... U sleep early too. Nite...
ham,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that "" &lt;#&gt;  lac crore"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m."""
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.
spam,Oh ya ya. I remember da. .
ham,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
ham,"For ur chance to win Â£250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk."
ham,I not busy juz dun wan 2 go so early.. Hee..
ham,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.
ham,"Great. I'm in church now, will holla when i get out"
spam,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon
ham,I donno if they are scorable
ham,&lt
ham,"Yes but i dont care! I need you bad, princess!"
ham,"Sorry, I'll call later"
ham,Tmr then Ã¼ brin lar... Aiya later i come n c lar... Mayb Ã¼ neva set properly Ã¼ got da help sheet wif Ã¼...
spam,Do u knw dis no. &lt
ham,Then she dun believe wat?
ham,K..give back my thanks.
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..
ham,Okay. I've seen it. So i should pick it on friday?
ham,How much she payed. Suganya.
ham,Left dessert. U wan me 2 go suntec look 4 u?
ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?"
ham,Onum ela pa. Normal than.
ham,K.k..how is your sister kids?
ham,"Cool, I'll text you when I'm on the way"
ham,Nope. Meanwhile she talk say make i greet you.
spam,i cant talk to you now.i will call when i can.dont keep calling.
spam,Anything lar...
ham,They will pick up and drop in car.so no problem..
ham,S.i think he is waste for rr..
ham,He is world famamus....
ham,Is there coming friday is leave for pongal?do you get any news from your work place.
ham,Lol well don't do it without me. We could have a big sale together.
ham,* Am on my way
spam,Eat at old airport road... But now 630 oredi... Got a lot of pple...
ham,"sry can't talk on phone, with parents"
ham,"Final Chance! Claim ur Â£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. Â£3.00 Subs 16"
spam,Ok lor wat time Ã¼ finish?
ham,Mm i am on the way to railway
ham,i dnt wnt to tlk wid u
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne."
spam,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?
ham,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007"
ham,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or Â£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer"
ham,K.:)do it at evening da:)urgent:)
ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!
ham,Mm have some kanji dont eat anything heavy ok
ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.
spam,I dont thnk its a wrong calling between us
ham,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.
spam,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?
ham,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.
ham,"Greetings me, ! Consider yourself excused."
ham,they released another Italian one today and it has a cosign option
ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget"
ham,WINNER! As a valued network customer you hvae been selected to receive a Â£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM
ham,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt
ham,Dai what this da.. Can i send my resume to this id.
ham,"I know where the  &lt;#&gt;  is, I'll be there around 5"
ham,Yup i've finished c Ã¼ there...
ham,Remember to ask alex about his pizza
ham,No da..today also i forgot..
ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry"
ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up
spam,Congrats kano..whr s the treat maga?
spam,Who u talking about?
ham,Yup...
ham,Ok...
ham,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon..."
ham,Yunny i'm walking in citylink now Ã¼ faster come down... Me very hungry...
ham,Er yep sure. Props?
ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc"
ham,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
ham,Ok ill send you with in  &lt
ham,Bognor it is! Should be splendid at this time of year.
ham,Yes.i'm in office da:)
ham,"Sorry, I'll call later"
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan
ham,Ok. I only ask abt e movie. U wan ktv oso?
ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends
ham,"Sorry, I'll call later"
ham,Dunno lei... I might b eatin wif my frens... If Ã¼ wan to eat then i wait 4 Ã¼ lar
ham,"Sorry, I'll call later"
ham,FREE entry into our Â£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
ham,Do u noe how 2 send files between 2 computers?
ham,jay says he'll put in  &lt
ham,Can you just come in for a sec? There's somebody here I want you to see
ham,So the sun is anti sleep medicine.
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency
ham,Yup ok...
ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.
ham,Ok enjoy . R u there in home.
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
ham,You do what all you like
ham,That's y we haf to combine n c how lor...
ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.
ham,Hmmm:)how many players selected?
ham,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation."
spam,I dont. Can you send it to me. Plus how's mode.
spam,Aiyo please Ã¼ got time meh.
ham,Package all your programs well
ham,So are you guys asking that i get that slippers again or its gone with last year
ham,Company is very good.environment is terrific and food is really nice:)
ham,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk"
ham,Yup but not studying surfing lor. I'm in e lazy mode today.
ham,Please sen :)my kind advice :-)please come here and try:-)
ham,I'm done. C Ã¼ there.
spam,"Oh fine, I'll be by tonight"
ham,Ã give me some time to walk there.
ham,I'll reach in ard 20 mins ok...
ham,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)"
spam,This message is brought to you by GMW Ltd. and is not connected to the
spam,"Some friends want me to drive em someplace, probably take a while"
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.
ham,Are you still getting the goods.
ham,And maybe some pressies
ham,"Yeah I am, so I'll leave maybe 7ish?"
ham,K..k..i'm also fine:)when will you complete the course?
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
ham,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.
ham,You in your room? I need a few
ham,I dont want to hear anything
ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..
ham,Ultimately tor motive tui achieve korli.
ham,From 5 to 2 only my work timing.
ham,â¦ and donât worry weâll have finished by march â¦ ish!
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
ham,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
spam,Now thats going to ruin your thesis!
ham,In sch but neva mind u eat 1st lor..
spam,Hey whats up? U sleeping all morning?
ham,Erm. I thought the contract ran out the4th of october.
ham,I dunno until when... Lets go learn pilates...
ham,Yup i'm elaborating on the safety aspects and some other issues..
ham,"Goodmorning, today i am late for 1hr."
ham,Hi happy birthday. Hi hi hi hi hi hi hi
ham,I will be outside office take all from there
ham,If you don't respond imma assume you're still asleep and imma start calling n shit
ham,"Aight, see you in a bit"
ham,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:)
spam,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.
ham,Still work going on:)it is very small house.
ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?"
ham,Tmr timin still da same wat cos i got lesson until 6...
ham,"Thatâs the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!"
ham,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. Â£1.50 SP:Tyrone
ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say..."
ham,Okie... Thanx...
ham,"Gosh that , what a pain. Spose I better come then."
ham,"As usual..iam fine, happy &amp; doing well..:)"
ham,Okie
ham,So when you gonna get rimac access
ham,Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?
ham,You call times job today ok umma and ask them to speed up
ham,HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!
spam,:-) yeah! Lol. Luckily i didn't have a starring role like you!
spam,Hello madam how are you ?
ham,"Awesome, text me when you're restocked"
spam,"As usual..iam fine, happy &amp; doing well..:)"
ham,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a Â£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopÂ£1.50/week
ham,Thanks for sending this mental ability question..
ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know."
ham,2marrow only. Wed at  &lt
ham,I went to ur hon lab but no one is there.
ham,I cant pick the phone right now. Pls send a message
ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!
ham,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min
ham,How come?
ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?
ham,Ok lor...
ham,I'm coming home 4 dinner.
spam,S da..al r above  &lt
ham,"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only Â£1.50/wk."
spam,Unni thank you dear for the recharge..Rakhesh
ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that
ham,Haha... They cant what... At the most tmr forfeit... haha so how?
ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!"
ham,No way I'm going back there!
ham,I WILL CAL YOU SIR. In meeting
ham,"Sorry da thangam, very very sorry i am held up with prasad."
ham,Tiwary to rcb.battle between bang and kochi.
ham,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear
ham,Am in gobi arts college
ham,Why she wants to talk to me
ham,Pandy joined 4w technologies today.he got job..
ham,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a Â£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
ham,"They can try! They can get lost, in fact. Tee hee"
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
ham,My friends use to call the same.
ham,"Sorry, I'll call later"
ham,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing"
ham,"It,,s a taxt massage....tie-pos argh ok! Lool!"
ham,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls."
ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management"
ham,"Text me when you get off, don't call, my phones having problems"
ham,No need for the drug anymore.
ham,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..
ham,Its sarcasm.. .nt scarcasim
ham,Great! I have to run now so ttyl!
ham,Feel like trying kadeem again? :V
ham,Dai  &lt
ham,Not yet chikku..wat abt u?
ham,Ok...
ham,Want to finally have lunch today?
ham,Do you know when dad will be back?
ham,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+
ham,He remains a bro amongst bros
ham,R u meeting da ge at nite tmr?
ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember."
spam,Why de. You looking good only:-)..
ham,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery
ham,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.
ham,"That's cool, I'll come by like  &lt;#&gt; ish"
ham,Super msg da:)nalla timing.
ham,I am 6 ft. We will be a good combination!
ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!
ham,* Am on a train back from northampton so i'm afraid not!
ham,Where in abj are you serving. Are you staying with dad or alone.
spam,Was playng 9 doors game and gt racing on phone lol
ham,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message"
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
ham,I'm on da bus going home...
spam,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
ham,I'm okay. Chasing the dream. What's good. What are you doing next.
ham,Yupz... I've oredi booked slots 4 my weekends liao...
ham,URGENT! We are trying to contact U. Todays draw shows that you have won a Â£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only
ham,There r many model..sony ericson also der.. &lt
ham,Okie
ham,Yes I know the cheesy songs from frosty the snowman :)
ham,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u.."
ham,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p
ham,Hey tmr meet at bugis 930 ?
ham,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm"
ham,All these nice new shirts and the only thing I can wear them to is nudist themed
ham,And whenever you and i see we can still hook up too.
ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...
ham,Can you use foreign stamps for whatever you send them off for?
ham,FROM 88066 LOST Â£12 HELP
ham,Oh baby of the house. How come you dont have any new pictures on facebook
ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs."
ham,"Omw back to tampa from west palm, you hear what happened?"
ham,Yup no more already... Thanx 4 printing n handing it up.
ham,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.
ham,S now only i took tablets . Reaction morning only.
ham,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
ham,"Nah, I'm a perpetual DD"
ham,Sorry de i went to shop.
ham,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
spam,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath
ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?
ham,Cool. I am  &lt
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
ham,Okie.. Thanx..
ham,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
ham,Go where n buy? Juz buy when we get there lar.
ham,Ok lor...
ham,I'm working technical support :)voice process.
ham,It's justbeen overa week since we broke up and already our brains are going to mush!
spam,"Tunde, how are you doing. This is just wishing you a great day. Abiola."
ham,Nope... C Ã¼ then...
ham,No. But we'll do medical missions to nigeria
ham,No i am not having not any movies in my laptop
spam,Whatsup there. Dont u want to sleep
ham,Urgent Please call 09066612661 from landline. Â£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ â
ham,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or Â£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR"
ham,I havent lei.. Next mon can?
ham,Mm feeling sleepy. today itself i shall get that dear
ham,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.
ham,Do Ã¼ noe if ben is going?
ham,Can you do a mag meeting this avo at some point?
ham,I meant middle left or right?
spam,Really? I crashed out cuddled on my sofa.
ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu
ham,"I sent you the prices and do you mean the  &lt;#&gt; g,"
ham,Are you this much buzy
ham,Nothing. Can...
ham,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
ham,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.
ham,"Tick, tick, tick ... Babe"
ham,R Ã¼ going 4 today's meeting?
ham,K da:)how many page you want?
ham,Ya had just now.onion roast.
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok
ham,You said not now. No problem. When you can. Let me know.
ham,Ok but tell me half an hr b4 u come i need 2 prepare.
ham,Play w computer? Aiyah i tok 2 u lor?
ham,Sat right? Okay thanks...
spam,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with"
ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.
ham,We r outside already.
ham,Have a good trip. Watch out for . Remember when you get back we must decide about easter.
ham,Yo we are watching a movie on netflix
spam,What time. Iâm out until prob 3 or so
ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee..."
ham,I dont thnk its a wrong calling between us
ham,I am not sure about night menu. . . I know only about noon menu
ham,ARR birthday today:) i wish him to get more oscar.
ham,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!"
ham,and  picking them up from various points
ham,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
ham,I am on the way to ur home
ham,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner
spam,No problem. Talk to you later
ham,Then ur sis how?
ham,Still in customer place
ham,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
ham,"Dude u knw also telugu..thts gud..k, gud nyt.."
ham,We confirm eating at esplanade?
ham,Send me your id and password
ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.
ham,"For ur chance to win a Â£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk."
ham,Well I might not come then...
ham,Long after I quit. I get on only like 5 minutes a day as it is.
ham,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.
ham,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you
ham,"Just arrived, see you in a couple days &lt;3"
ham,"K, wat s tht incident?"
ham,Yeah get the unlimited
ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
spam,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?"
ham,Ã got wat to buy tell us then Ã¼ no need to come in again.
ham,When you are big..| God will bring success.
ham,Uâve Bin Awarded Â£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min Â£50-Â£500. OptOut 08718727870
ham,"â¦ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """
ham,Well there's still a bit left if you guys want to tonight
ham,Not from this campus. Are you in the library?
ham,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow"
ham,How will I creep on you now?
ham,Tell your friends what you plan to do on Valentines day @ &lt
spam,If I get there before you after your ten billion calls and texts so help me god
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
spam,I've told him that i've returned it. That should i re order it.
